position,positionText,points,wins,constructorId,season,round
10,10,0,0,cooper-ferrari,1966,4
11,11,0,0,lotus-brm,1966,4
12,12,0,0,mclaren-ford,1966,4
13,13,0,0,shannon,1966,4
1,1,102,2,ferrari,2017,3
2,2,99,1,mercedes,2017,3
3,3,47,0,red_bull,2017,3
4,4,17,0,force_india,2017,3
5,5,16,0,williams,2017,3
6,6,12,0,toro_rosso,2017,3
7,7,8,0,haas,2017,3
8,8,2,0,renault,2017,3
9,9,0,0,sauber,2017,3
10,10,0,0,mclaren,2017,3
1,1,106,6,ferrari,2004,7
2,2,61,1,renault,2004,7
3,3,46,0,bar,2004,7
4,4,36,0,williams,2004,7
5,5,10,0,sauber,2004,7
6,6,5,0,mclaren,2004,7
7,7,4,0,toyota,2004,7
8,8,3,0,jaguar,2004,7
9,9,2,0,jordan,2004,7
10,10,0,0,minardi,2004,7
1,1,679,17,mercedes,2016,19
2,2,427,2,red_bull,2016,19
3,3,365,0,ferrari,2016,19
4,4,145,0,force_india,2016,19
5,5,136,0,williams,2016,19
6,6,74,0,mclaren,2016,19
7,7,55,0,toro_rosso,2016,19
8,8,29,0,haas,2016,19
9,9,8,0,renault,2016,19
10,10,1,0,manor,2016,19
11,11,0,0,sauber,2016,19
1,1,16,1,brm,1962,3
2,2,15,1,lotus-climax,1962,3
3,3,14,0,ferrari,1962,3
4,4,11,1,cooper-climax,1962,3
5,5,5,0,lola,1962,3
6,6,3,0,porsche,1962,3
7,7,0,0,emeryson,1962,3
8,8,0,0,lotus-brm,1962,3
9,9,0,0,de_tomaso-alfa_romeo,1962,3
1,1,51,5,tyrrell,1971,7
2,2,32,2,ferrari,1971,7
3,3,17,0,march-ford,1971,7
4,4,13,0,lotus-ford,1971,7
5,5,12,0,brm,1971,7
6,6,8,0,matra,1971,7
7,7,6,0,mclaren,1971,7
8,8,5,0,surtees,1971,7
9,9,1,0,brabham,1971,7
10,10,0,0,march-alfa_romeo,1971,7
11,11,0,0,lotus-pw,1971,7
1,1,69,4,williams,1987,8
2,2,45,2,mclaren,1987,8
3,3,41,2,team_lotus,1987,8
4,4,17,0,ferrari,1987,8
5,5,8,0,tyrrell,1987,8
6,6,6,0,arrows,1987,8
7,7,5,0,benetton,1987,8
8,8,4,0,brabham,1987,8
9,9,2,0,zakspeed,1987,8
10,10,1,0,ligier,1987,8
11,11,1,0,larrousse,1987,8
12,12,1,0,march,1987,8
13,13,0,0,ags,1987,8
14,14,0,0,osella,1987,8
15,15,0,0,minardi,1987,8
1,1,27,2,team_lotus,1978,4
2,2,18,2,ferrari,1978,4
3,3,15,0,tyrrell,1978,4
4,4,14,0,brabham,1978,4
5,5,6,0,fittipaldi,1978,4
6,6,4,0,ligier,1978,4
7,7,3,0,mclaren,1978,4
8,8,3,0,williams,1978,4
9,9,2,0,shadow,1978,4
10,10,1,0,arrows,1978,4
11,11,0,0,ats,1978,4
12,12,0,0,wolf,1978,4
13,13,0,0,surtees,1978,4
14,14,0,0,renault,1978,4
15,15,0,0,ensign,1978,4
16,16,0,0,merzario,1978,4
17,17,0,0,theodore,1978,4
18,18,0,0,hesketh,1978,4
19,19,0,0,martini,1978,4
1,1,9,1,lotus-climax,1965,1
2,2,6,0,ferrari,1965,1
3,3,4,0,brm,1965,1
4,4,2,0,cooper-climax,1965,1
5,5,0,0,brabham-brm,1965,1
6,6,0,0,brabham-climax,1965,1
7,7,0,0,brabham-ford,1965,1
8,8,0,0,alfa,1965,1
9,9,0,0,lotus-brm,1965,1
10,10,0,0,lds-alfa_romeo,1965,1
11,11,0,0,cooper-ford,1965,1
12,12,0,0,lds-climax,1965,1
13,13,0,0,lotus-ford,1965,1
14,14,0,0,re,1965,1
15,15,0,0,cooper-maserati,1965,1
1,1,42,4,ferrari,1976,5
2,2,19,1,mclaren,1976,5
3,3,16,0,tyrrell,1976,5
4,4,7,0,ligier,1976,5
5,5,4,0,shadow,1976,5
6,6,4,0,team_lotus,1976,5
7,7,3,0,brabham-alfa_romeo,1976,5
8,8,3,0,march,1976,5
9,9,2,0,penske,1976,5
10,10,2,0,ensign,1976,5
11,11,2,0,surtees,1976,5
12,12,1,0,fittipaldi,1976,5
13,13,1,0,parnelli,1976,5
14,14,0,0,wolf,1976,5
15,15,0,0,boro,1976,5
16,16,0,0,williams,1976,5
17,17,0,0,brabham-ford,1976,5
18,18,0,0,hesketh,1976,5
19,19,0,0,brm,1976,5
1,1,89,7,mclaren,1989,9
2,2,38,1,williams,1989,9
3,3,25,1,ferrari,1989,9
4,4,17,0,benetton,1989,9
5,5,10,0,tyrrell,1989,9
6,6,9,0,arrows,1989,9
7,7,8,0,dallara,1989,9
8,8,8,0,team_lotus,1989,9
9,9,5,0,brabham,1989,9
10,10,4,0,march,1989,9
11,11,3,0,rial,1989,9
12,12,3,0,ligier,1989,9
13,13,3,0,minardi,1989,9
14,14,2,0,onyx,1989,9
15,15,1,0,ags,1989,9
16,16,0,0,larrousse,1989,9
17,17,0,0,osella,1989,9
18,18,0,0,coloni,1989,9
19,19,0,0,zakspeed,1989,9
20,20,0,0,eurobrun,1989,9
1,1,87,2,mercedes,2019,2
2,2,48,0,ferrari,2019,2
3,3,31,0,red_bull,2019,2
4,4,10,0,alfa,2019,2
5,5,8,0,mclaren,2019,2
6,6,8,0,haas,2019,2
7,7,6,0,renault,2019,2
8,8,3,0,toro_rosso,2019,2
9,9,3,0,racing_point,2019,2
10,10,0,0,williams,2019,2
1,1,147,11,mclaren,1988,12
2,2,59,1,ferrari,1988,12
3,3,23,0,benetton,1988,12
4,4,20,0,arrows,1988,12
5,5,19,0,team_lotus,1988,12
6,6,15,0,march,1988,12
7,7,8,0,williams,1988,12
8,8,5,0,tyrrell,1988,12
9,9,3,0,rial,1988,12
10,10,1,0,minardi,1988,12
11,11,0,0,larrousse,1988,12
12,12,0,0,dallara,1988,12
13,13,0,0,coloni,1988,12
14,14,0,0,ligier,1988,12
15,15,0,0,osella,1988,12
16,16,0,0,ags,1988,12
17,17,0,0,eurobrun,1988,12
18,18,0,0,zakspeed,1988,12
1,1,43,1,ferrari,2010,1
2,2,21,0,mclaren,2010,1
3,3,18,0,mercedes,2010,1
4,4,16,0,red_bull,2010,1
5,5,2,0,force_india,2010,1
6,6,1,0,williams,2010,1
7,7,0,0,renault,2010,1
8,8,0,0,toro_rosso,2010,1
9,9,0,0,lotus_racing,2010,1
10,10,0,0,sauber,2010,1
11,11,0,0,hrt,2010,1
12,12,0,0,virgin,2010,1
1,1,125,7,mclaren,1998,12
2,2,102,5,ferrari,1998,12
3,3,32,0,benetton,1998,12
4,4,30,0,williams,1998,12
5,5,10,0,jordan,1998,12
6,6,5,0,stewart,1998,12
7,7,4,0,arrows,1998,12
8,8,4,0,sauber,1998,12
9,9,0,0,minardi,1998,12
10,10,0,0,tyrrell,1998,12
11,11,0,0,prost,1998,12
1,1,34,3,cooper-climax,1959,7
2,2,28,2,ferrari,1959,7
3,3,18,1,brm,1959,7
4,4,3,0,team_lotus,1959,7
5,5,0,0,aston_martin,1959,7
6,6,0,0,cooper-maserati,1959,7
7,7,0,0,maserati,1959,7
8,8,0,0,cooper-borgward,1959,7
9,9,0,0,porsche,1959,7
10,10,0,0,jbw,1959,7
11,11,0,0,vanwall,1959,7
12,12,0,0,fry,1959,7
1,1,51,2,mclaren,2003,5
2,2,48,2,ferrari,2003,5
3,3,34,0,renault,2003,5
4,4,32,0,williams,2003,5
5,5,11,1,jordan,2003,5
6,6,8,0,sauber,2003,5
7,7,6,0,bar,2003,5
8,8,3,0,toyota,2003,5
9,9,2,0,jaguar,2003,5
10,10,0,0,minardi,2003,5
1,1,29,3,lotus-ford,1968,5
2,2,17,1,mclaren-ford,1968,5
3,3,16,0,brm,1968,5
4,4,15,1,matra-ford,1968,5
5,5,10,0,ferrari,1968,5
6,6,9,0,cooper-brm,1968,5
7,7,6,0,matra,1968,5
8,8,6,0,brabham-repco,1968,5
9,9,2,0,mclaren-brm,1968,5
10,10,0,0,cooper-maserati,1968,5
11,11,0,0,honda,1968,5
12,12,0,0,brabham-climax,1968,5
13,13,0,0,eagle-weslake,1968,5
14,14,0,0,lds,1968,5
15,15,0,0,cooper-climax,1968,5
1,1,42,4,ferrari,1961,6
2,2,26,2,lotus-climax,1961,6
3,3,11,0,porsche,1961,6
4,4,10,0,cooper-climax,1961,6
5,5,1,0,brm,1961,6
6,6,0,0,cooper-maserati,1961,6
7,7,0,0,gilby,1961,6
8,8,0,0,emeryson,1961,6
9,9,0,0,de_tomaso-osca,1961,6
10,10,0,0,mbm,1961,6
11,11,0,0,jbw,1961,6
1,1,65,3,ferrari,1997,9
2,2,62,5,williams,1997,9
3,3,35,0,benetton,1997,9
4,4,24,1,mclaren,1997,9
5,5,16,0,prost,1997,9
6,6,15,0,jordan,1997,9
7,7,8,0,sauber,1997,9
8,8,6,0,stewart,1997,9
9,9,2,0,tyrrell,1997,9
10,10,1,0,arrows,1997,9
11,11,0,0,minardi,1997,9
12,12,0,0,lola,1997,9
1,1,15,1,mclaren,1972,2
2,2,9,1,tyrrell,1972,2
3,3,7,0,ferrari,1972,2
4,4,6,0,team_lotus,1972,2
5,5,3,0,march,1972,2
6,6,2,0,surtees,1972,2
7,7,1,0,brabham,1972,2
8,8,0,0,brm,1972,2
9,9,0,0,matra,1972,2
1,1,595,11,mercedes,2017,18
2,2,455,4,ferrari,2017,18
3,3,340,3,red_bull,2017,18
4,4,175,0,force_india,2017,18
5,5,76,0,williams,2017,18
6,6,53,0,toro_rosso,2017,18
7,7,48,0,renault,2017,18
8,8,47,0,haas,2017,18
9,9,24,0,mclaren,2017,18
10,10,5,0,sauber,2017,18
1,1,240,6,mercedes,2014,6
2,2,99,0,red_bull,2014,6
3,3,78,0,ferrari,2014,6
4,4,67,0,force_india,2014,6
5,5,52,0,mclaren,2014,6
6,6,52,0,williams,2014,6
7,7,8,0,lotus_f1,2014,6
8,8,8,0,toro_rosso,2014,6
9,9,2,0,marussia,2014,6
10,10,0,0,sauber,2014,6
11,11,0,0,caterham,2014,6
1,1,23,1,ferrari,2007,2
2,2,10,0,bmw_sauber,2007,2
3,3,8,0,renault,2007,2
4,4,3,0,toyota,2007,2
5,5,2,0,williams,2007,2
6,6,0,0,red_bull,2007,2
7,7,0,0,honda,2007,2
8,8,0,0,super_aguri,2007,2
9,9,0,0,toro_rosso,2007,2
10,10,0,0,spyker,2007,2
11,E,32,1,mclaren,2007,2
1,1,9,1,wolf,1977,1
2,2,6,0,brabham,1977,1
3,3,4,0,ferrari,1977,1
4,4,3,0,fittipaldi,1977,1
5,5,2,0,team_lotus,1977,1
6,6,1,0,ensign,1977,1
7,7,0,0,surtees,1977,1
8,8,0,0,march,1977,1
9,9,0,0,shadow,1977,1
10,10,0,0,ligier,1977,1
11,11,0,0,tyrrell,1977,1
12,12,0,0,mclaren,1977,1
1,1,114,6,brawn,2009,10
2,2,98.5,3,red_bull,2009,10
3,3,40,0,ferrari,2009,10
4,4,38.5,0,toyota,2009,10
5,5,28,1,mclaren,2009,10
6,6,25.5,0,williams,2009,10
7,7,13,0,renault,2009,10
8,8,8,0,bmw_sauber,2009,10
9,9,5,0,toro_rosso,2009,10
10,10,0,0,force_india,2009,10
1,1,407,9,mercedes,2019,10
2,2,243,0,ferrari,2019,10
3,3,191,1,red_bull,2019,10
4,4,60,0,mclaren,2019,10
5,5,39,0,renault,2019,10
6,6,26,0,alfa,2019,10
7,7,19,0,racing_point,2019,10
8,8,19,0,toro_rosso,2019,10
9,9,16,0,haas,2019,10
10,10,0,0,williams,2019,10
1,1,34,3,lotus-climax,1964,5
2,2,27,1,brm,1964,5
3,3,17,1,brabham-climax,1964,5
4,4,10,0,ferrari,1964,5
5,5,10,0,cooper-climax,1964,5
6,6,3,0,lotus-brm,1964,5
7,7,0,0,brp,1964,5
8,8,0,0,brabham-brm,1964,5
9,9,0,0,scirocco,1964,5
10,10,0,0,porsche,1964,5
11,11,0,0,brabham-ford,1964,5
1,1,10,1,ferrari,2002,1
2,2,6,0,williams,2002,1
3,3,4,0,mclaren,2002,1
4,4,3,0,jaguar,2002,1
5,5,2,0,minardi,2002,1
6,6,1,0,toyota,2002,1
1,1,19,2,cooper,1958,3
2,2,14,0,ferrari,1958,3
3,3,8,1,vanwall,1958,3
4,4,8,0,brm,1958,3
5,5,3,0,maserati,1958,3
6,6,0,0,team_lotus,1958,3
7,7,0,0,porsche,1958,3
8,8,0,0,connaught,1958,3
9,9,0,0,osca,1958,3
1,1,185,4,red_bull,2011,5
2,2,138,1,mclaren,2011,5
3,3,75,0,ferrari,2011,5
4,4,46,0,renault,2011,5
5,5,40,0,mercedes,2011,5
6,6,11,0,sauber,2011,5
7,7,6,0,toro_rosso,2011,5
8,8,4,0,force_india,2011,5
9,9,0,0,williams,2011,5
10,10,0,0,lotus_racing,2011,5
11,11,0,0,virgin,2011,5
12,12,0,0,hrt,2011,5
1,1,178,2,mercedes,2018,6
2,2,156,2,ferrari,2018,6
3,3,107,2,red_bull,2018,6
4,4,46,0,renault,2018,6
5,5,40,0,mclaren,2018,6
6,6,26,0,force_india,2018,6
7,7,19,0,toro_rosso,2018,6
8,8,19,0,haas,2018,6
9,9,11,0,sauber,2018,6
10,10,4,0,williams,2018,6
1,1,39,3,tyrrell,1973,6
2,2,37,3,team_lotus,1973,6
3,3,17,0,mclaren,1973,6
4,4,9,0,ferrari,1973,6
5,5,5,0,shadow,1973,6
6,6,5,0,brm,1973,6
7,7,4,0,brabham,1973,6
8,8,1,0,tecno,1973,6
9,9,0,0,march,1973,6
10,10,0,0,iso_marlboro,1973,6
11,11,0,0,surtees,1973,6
1,1,65,2,ferrari,1985,9
2,2,46,3,mclaren,1985,9
3,3,35,2,team_lotus,1985,9
4,4,24,1,williams,1985,9
5,5,15,0,renault,1985,9
6,6,14,1,brabham,1985,9
7,7,13,0,ligier,1985,9
8,8,9,0,arrows,1985,9
9,9,4,0,tyrrell,1985,9
10,10,0,0,alfa,1985,9
11,11,0,0,ram,1985,9
12,12,0,0,osella,1985,9
13,13,0,0,minardi,1985,9
14,14,0,0,zakspeed,1985,9
15,15,0,0,toleman,1985,9
16,16,0,0,spirit,1985,9
1,1,14,1,cooper-climax,1960,2
2,2,10,0,ferrari,1960,2
3,3,9,1,team_lotus,1960,2
4,4,3,0,cooper-maserati,1960,2
5,5,2,0,brm,1960,2
6,6,0,0,behra-porsche,1960,2
7,7,0,0,maserati,1960,2
8,8,0,0,jbw,1960,2
9,9,0,0,scarab,1960,2
10,10,0,0,cooper-castellotti,1960,2
1,1,9,1,matra-ford,1969,1
2,2,6,0,lotus-ford,1969,1
3,3,4,0,mclaren-ford,1969,1
4,4,0,0,brm,1969,1
5,5,0,0,brabham-repco,1969,1
6,6,0,0,ferrari,1969,1
7,7,0,0,brabham-ford,1969,1
1,1,66,6,matra-ford,1969,11
2,2,49,2,brabham-ford,1969,11
3,3,47,2,lotus-ford,1969,11
4,4,38,1,mclaren-ford,1969,11
5,5,7,0,brm,1969,11
6,6,7,0,ferrari,1969,11
7,7,0,0,cooper-maserati,1969,11
8,8,0,0,brabham-repco,1969,11
9,9,0,0,brm-ford,1969,11
10,10,0,0,brabham-climax,1969,11
1,1,78,4,renault,2006,6
2,2,59,2,ferrari,2006,6
3,3,42,0,mclaren,2006,6
4,4,24,0,honda,2006,6
5,5,12,0,bmw_sauber,2006,6
6,6,10,0,williams,2006,6
7,7,7,0,toyota,2006,6
8,8,2,0,red_bull,2006,6
9,9,0,0,toro_rosso,2006,6
10,10,0,0,mf1,2006,6
11,11,0,0,super_aguri,2006,6
1,1,74,4,ferrari,1979,11
2,2,55,3,ligier,1979,11
3,3,49,3,williams,1979,11
4,4,37,0,team_lotus,1979,11
5,5,21,0,tyrrell,1979,11
6,6,20,1,renault,1979,11
7,7,13,0,mclaren,1979,11
8,8,4,0,arrows,1979,11
9,9,1,0,brabham-alfa_romeo,1979,11
10,10,1,0,fittipaldi,1979,11
11,11,0,0,shadow,1979,11
12,12,0,0,wolf,1979,11
13,13,0,0,ats,1979,11
14,14,0,0,ensign,1979,11
15,15,0,0,alfa,1979,11
16,16,0,0,merzario,1979,11
17,17,0,0,kauhsen,1979,11
1,1,76,1,mercedes,2015,2
2,2,52,1,ferrari,2015,2
3,3,30,0,williams,2015,2
4,4,14,0,sauber,2015,2
5,5,12,0,toro_rosso,2015,2
6,6,11,0,red_bull,2015,2
7,7,7,0,force_india,2015,2
8,8,0,0,lotus_f1,2015,2
9,9,0,0,mclaren,2015,2
10,10,0,0,manor,2015,2
1,1,38,3,mclaren,1982,7
2,2,26,1,ferrari,1982,7
3,3,26,0,williams,1982,7
4,4,22,2,renault,1982,7
5,5,15,1,brabham,1982,7
6,6,14,0,team_lotus,1982,7
7,7,11,0,ligier,1982,7
8,8,10,0,tyrrell,1982,7
9,9,4,0,alfa,1982,7
10,10,4,0,ats,1982,7
11,11,3,0,osella,1982,7
12,12,1,0,fittipaldi,1982,7
13,13,0,0,march,1982,7
14,14,0,0,arrows,1982,7
15,15,0,0,theodore,1982,7
16,16,0,0,toleman,1982,7
17,17,0,0,ensign,1982,7
1,1,42,3,mclaren,1974,8
2,2,39,2,ferrari,1974,8
3,3,27,1,tyrrell,1974,8
4,4,13,1,team_lotus,1974,8
5,5,10,1,brabham,1974,8
6,6,10,0,brm,1974,8
7,7,6,0,shadow,1974,8
8,8,5,0,march,1974,8
9,9,4,0,hesketh,1974,8
10,10,3,0,surtees,1974,8
11,11,1,0,lola,1974,8
12,12,1,0,iso_marlboro,1974,8
13,13,0,0,trojan,1974,8
14,14,0,0,ensign,1974,8
15,15,0,0,token,1974,8
16,16,0,0,amon,1974,8
1,1,105,5,williams,1980,13
2,2,60,2,ligier,1980,13
3,3,55,3,brabham,1980,13
4,4,38,3,renault,1980,13
5,5,12,0,tyrrell,1980,13
6,6,11,0,arrows,1980,13
7,7,11,0,fittipaldi,1980,13
8,8,11,0,mclaren,1980,13
9,9,10,0,team_lotus,1980,13
10,10,8,0,ferrari,1980,13
11,11,4,0,alfa,1980,13
12,12,0,0,ats,1980,13
13,13,0,0,ensign,1980,13
14,14,0,0,osella,1980,13
15,15,0,0,shadow,1980,13
1,1,118,6,mclaren,1990,13
2,2,85,5,ferrari,1990,13
3,3,44,2,williams,1990,13
4,4,43,0,benetton,1990,13
5,5,15,0,tyrrell,1990,13
6,6,7,0,leyton,1990,13
7,7,6,0,larrousse,1990,13
8,8,3,0,team_lotus,1990,13
9,9,2,0,arrows,1990,13
10,10,2,0,brabham,1990,13
11,11,0,0,minardi,1990,13
12,12,0,0,onyx,1990,13
13,13,0,0,ligier,1990,13
14,14,0,0,dallara,1990,13
15,15,0,0,osella,1990,13
16,16,0,0,ags,1990,13
17,17,0,0,eurobrun,1990,13
18,18,0,0,coloni,1990,13
19,19,0,0,life,1990,13
1,1,40,3,mclaren,1991,3
2,2,10,0,ferrari,1991,3
3,3,6,0,williams,1991,3
4,4,6,0,benetton,1991,3
5,5,5,0,tyrrell,1991,3
6,6,4,0,dallara,1991,3
7,7,3,0,minardi,1991,3
8,8,3,0,team_lotus,1991,3
9,9,1,0,larrousse,1991,3
10,10,0,0,lambo,1991,3
11,11,0,0,ligier,1991,3
12,12,0,0,brabham,1991,3
13,13,0,0,ags,1991,3
14,14,0,0,jordan,1991,3
15,15,0,0,leyton,1991,3
16,16,0,0,footwork,1991,3
17,17,0,0,lola,1991,3
18,18,0,0,fondmetal,1991,3
19,19,0,0,coloni,1991,3
1,1,463,10,mercedes,2015,13
2,2,310,3,ferrari,2015,13
3,3,198,0,williams,2015,13
4,4,139,0,red_bull,2015,13
5,5,69,0,force_india,2015,13
6,6,50,0,lotus_f1,2015,13
7,7,41,0,toro_rosso,2015,13
8,8,26,0,sauber,2015,13
9,9,17,0,mclaren,2015,13
10,10,0,0,manor,2015,13
1,1,82,4,ferrari,2001,8
2,2,48,2,mclaren,2001,8
3,3,28,2,williams,2001,8
4,4,15,0,sauber,2001,8
5,5,13,0,jordan,2001,8
6,6,12,0,bar,2001,8
7,7,5,0,jaguar,2001,8
8,8,3,0,prost,2001,8
9,9,1,0,arrows,2001,8
10,10,1,0,benetton,2001,8
11,11,0,0,minardi,2001,8
1,1,117,7,renault,2005,13
2,2,105,5,mclaren,2005,13
3,3,86,1,ferrari,2005,13
4,4,68,0,toyota,2005,13
5,5,52,0,williams,2005,13
6,6,24,0,red_bull,2005,13
7,7,20,0,bar,2005,13
8,8,14,0,sauber,2005,13
9,9,11,0,jordan,2005,13
10,10,7,0,minardi,2005,13
1,1,407,7,red_bull,2012,17
2,2,316,3,ferrari,2012,17
3,3,306,5,mclaren,2012,17
4,4,263,0,lotus_f1,2012,17
5,5,136,1,mercedes,2012,17
6,6,116,0,sauber,2012,17
7,7,93,0,force_india,2012,17
8,8,59,1,williams,2012,17
9,9,21,0,toro_rosso,2012,17
10,10,0,0,marussia,2012,17
11,11,0,0,caterham,2012,17
12,12,0,0,hrt,2012,17
1,1,221,15,ferrari,2002,17
2,2,92,1,williams,2002,17
3,3,65,1,mclaren,2002,17
4,4,23,0,renault,2002,17
5,5,11,0,sauber,2002,17
6,6,9,0,jordan,2002,17
7,7,8,0,jaguar,2002,17
8,8,7,0,bar,2002,17
9,9,2,0,minardi,2002,17
10,10,2,0,toyota,2002,17
11,11,2,0,arrows,2002,17
1,1,33,2,benetton,1995,4
2,2,32,2,williams,1995,4
3,3,27,0,ferrari,1995,4
4,4,6,0,mclaren,1995,4
5,5,3,0,sauber,1995,4
6,6,2,0,jordan,1995,4
7,7,1,0,ligier,1995,4
8,8,0,0,tyrrell,1995,4
9,9,0,0,simtek,1995,4
10,10,0,0,pacific,1995,4
11,11,0,0,forti,1995,4
12,12,0,0,footwork,1995,4
13,13,0,0,minardi,1995,4
1,1,54.5,4,ferrari,1975,12
2,2,51,2,brabham,1975,12
3,3,41,3,mclaren,1975,12
4,4,28,1,hesketh,1975,12
5,5,24,1,tyrrell,1975,12
6,6,8.5,0,shadow-ford,1975,12
7,7,7.5,1,march,1975,12
8,8,7,0,team_lotus,1975,12
9,9,6,0,williams,1975,12
10,10,5,0,parnelli,1975,12
11,11,3,0,hill,1975,12
12,12,2,0,penske,1975,12
13,13,1,0,ensign,1975,12
14,14,0,0,surtees,1975,12
15,15,0,0,brm,1975,12
16,16,0,0,lola,1975,12
17,17,0,0,fittipaldi,1975,12
18,18,0,0,lyncar,1975,12
19,19,0,0,shadow-matra,1975,12
20,20,0,0,maki,1975,12
1,1,123,8,williams,1997,17
2,2,102,5,ferrari,1997,17
3,3,67,1,benetton,1997,17
4,4,63,3,mclaren,1997,17
5,5,33,0,jordan,1997,17
6,6,21,0,prost,1997,17
7,7,16,0,sauber,1997,17
8,8,9,0,arrows,1997,17
9,9,6,0,stewart,1997,17
10,10,2,0,tyrrell,1997,17
11,11,0,0,minardi,1997,17
12,12,0,0,lola,1997,17
1,1,60,3,mclaren,1990,7
2,2,45,3,ferrari,1990,7
3,3,23,0,benetton,1990,7
4,4,21,1,williams,1990,7
5,5,14,0,tyrrell,1990,7
6,6,6,0,leyton,1990,7
7,7,2,0,brabham,1990,7
8,8,2,0,arrows,1990,7
9,9,1,0,larrousse,1990,7
10,10,1,0,team_lotus,1990,7
11,11,0,0,minardi,1990,7
12,12,0,0,onyx,1990,7
13,13,0,0,ligier,1990,7
14,14,0,0,dallara,1990,7
15,15,0,0,osella,1990,7
16,16,0,0,eurobrun,1990,7
17,17,0,0,ags,1990,7
18,18,0,0,coloni,1990,7
19,19,0,0,life,1990,7
1,1,40,4,brabham-repco,1966,8
2,2,31,2,ferrari,1966,8
3,3,24,0,cooper-maserati,1966,8
4,4,22,1,brm,1966,8
5,5,13,1,lotus-brm,1966,8
6,6,8,0,lotus-climax,1966,8
7,7,2,0,eagle-climax,1966,8
8,8,2,0,mclaren-ford,1966,8
9,9,1,0,brabham-climax,1966,8
10,10,1,0,brabham-brm,1966,8
11,11,1,0,mclaren-seren,1966,8
12,12,0,0,cooper-ferrari,1966,8
13,13,0,0,honda,1966,8
14,14,0,0,eagle-weslake,1966,8
15,15,0,0,shannon,1966,8
1,1,44,3,ferrari,1999,4
2,2,20,1,mclaren,1999,4
3,3,16,0,jordan,1999,4
4,4,8,0,benetton,1999,4
5,5,7,0,williams,1999,4
6,6,6,0,stewart,1999,4
7,7,1,0,arrows,1999,4
8,8,1,0,prost,1999,4
9,9,1,0,sauber,1999,4
10,10,0,0,bar,1999,4
11,11,0,0,minardi,1999,4
1,1,19,1,mclaren,1983,3
2,2,15,1,brabham,1983,3
3,3,13,1,renault,1983,3
4,4,9,0,ferrari,1983,3
5,5,9,0,williams,1983,3
6,6,3,0,arrows,1983,3
7,7,1,0,theodore,1983,3
8,8,0,0,ligier,1983,3
9,9,0,0,tyrrell,1983,3
10,10,0,0,toleman,1983,3
11,11,0,0,team_lotus,1983,3
12,12,0,0,alfa,1983,3
13,13,0,0,ram,1983,3
14,14,0,0,ats,1983,3
15,15,0,0,osella,1983,3
1,1,85,7,benetton,1994,11
2,2,62,3,williams,1994,11
3,3,52,1,ferrari,1994,11
4,4,23,0,mclaren,1994,11
5,5,14,0,jordan,1994,11
6,6,13,0,tyrrell,1994,11
7,7,11,0,ligier,1994,11
8,8,10,0,sauber,1994,11
9,9,9,0,footwork,1994,11
10,10,5,0,minardi,1994,11
11,11,2,0,larrousse,1994,11
12,12,0,0,team_lotus,1994,11
13,13,0,0,simtek,1994,11
14,14,0,0,pacific,1994,11
1,1,83.5,7,mclaren,1984,11
2,2,38,0,team_lotus,1984,11
3,3,36.5,1,ferrari,1984,11
4,4,33,0,renault,1984,11
5,5,25.5,1,williams,1984,11
6,6,22,2,brabham,1984,11
7,7,9,0,toleman,1984,11
8,8,6,0,alfa,1984,11
9,9,3,0,arrows,1984,11
10,10,3,0,ligier,1984,11
11,11,2,0,osella,1984,11
12,12,0,0,spirit,1984,11
13,13,0,0,ats,1984,11
14,14,0,0,ram,1984,11
15,15,0,0,tyrrell,1984,11
1,1,118,6,ferrari,2001,11
2,2,66,3,mclaren,2001,11
3,3,46,2,williams,2001,11
4,4,19,0,sauber,2001,11
5,5,15,0,jordan,2001,11
6,6,12,0,bar,2001,11
7,7,5,0,jaguar,2001,11
8,8,3,0,prost,2001,11
9,9,1,0,arrows,2001,11
10,10,1,0,benetton,2001,11
11,11,0,0,minardi,2001,11
1,1,219,3,red_bull,2013,8
2,2,171,2,mercedes,2013,8
3,3,168,2,ferrari,2013,8
4,4,124,1,lotus_f1,2013,8
5,5,59,0,force_india,2013,8
6,6,37,0,mclaren,2013,8
7,7,24,0,toro_rosso,2013,8
8,8,6,0,sauber,2013,8
9,9,0,0,williams,2013,8
10,10,0,0,marussia,2013,8
11,11,0,0,caterham,2013,8
1,1,383,6,red_bull,2011,11
2,2,280,4,mclaren,2011,11
3,3,215,1,ferrari,2011,11
4,4,80,0,mercedes,2011,11
5,5,66,0,renault,2011,11
6,6,35,0,sauber,2011,11
7,7,26,0,force_india,2011,11
8,8,22,0,toro_rosso,2011,11
9,9,4,0,williams,2011,11
10,10,0,0,lotus_racing,2011,11
11,11,0,0,hrt,2011,11
12,12,0,0,virgin,2011,11
1,1,77,6,ferrari,1976,14
2,2,61,5,mclaren,1976,14
3,3,59,1,tyrrell,1976,14
4,4,20,0,ligier,1976,14
5,5,20,0,team_lotus,1976,14
6,6,19,1,penske,1976,14
7,7,17,1,march,1976,14
8,8,10,0,shadow,1976,14
9,9,9,0,brabham-alfa_romeo,1976,14
10,10,4,0,surtees,1976,14
11,11,3,0,fittipaldi,1976,14
12,12,2,0,ensign,1976,14
13,13,1,0,parnelli,1976,14
14,14,0,0,wolf,1976,14
15,15,0,0,hesketh,1976,14
16,16,0,0,boro,1976,14
