number,position,Q1,Q2,Q3,driverId,constructorId,season,round
5,2,1:13.822,1:13.672,1:13.199,alonso,ferrari,2011,7
6,3,1:14.026,1:13.431,1:13.217,massa,ferrari,2011,7
2,4,1:14.375,1:13.654,1:13.429,webber,red_bull,2011,7
3,5,1:14.114,1:13.926,1:13.565,hamilton,mclaren,2011,7
8,6,1:14.920,1:13.950,1:13.814,rosberg,mercedes,2011,7
4,7,1:14.374,1:13.955,1:13.838,button,mclaren,2011,7
7,8,1:14.970,1:14.242,1:13.864,michael_schumacher,mercedes,2011,7
9,9,1:15.096,1:14.467,1:14.062,heidfeld,renault,2011,7
10,10,1:14.699,1:14.354,1:14.085,petrov,renault,2011,7
15,11,1:14.874,1:14.752,,resta,force_india,2011,7
12,12,1:15.585,1:15.043,,maldonado,williams,2011,7
16,13,1:15.694,1:15.285,,kobayashi,sauber,2011,7
14,14,1:14.931,1:15.287,,sutil,force_india,2011,7
18,15,1:15.901,1:15.334,,buemi,toro_rosso,2011,7
11,16,1:15.331,1:15.361,,barrichello,williams,2011,7
17,17,1:16.229,1:15.587,,rosa,sauber,2011,7
19,18,1:16.294,,,alguersuari,toro_rosso,2011,7
21,19,1:16.745,,,trulli,lotus_racing,2011,7
20,20,1:16.786,,,kovalainen,lotus_racing,2011,7
23,21,1:18.424,,,liuzzi,hrt,2011,7
24,22,1:18.537,,,glock,virgin,2011,7
22,23,1:18.574,,,karthikeyan,hrt,2011,7
25,24,1:19.414,,,ambrosio,virgin,2011,7
5,1,1:24.598,1:22.579,1:22.795,michael_schumacher,ferrari,2006,4
12,2,1:24.480,1:23.749,1:22.988,button,honda,2006,4
11,3,1:24.727,1:23.760,1:23.242,barrichello,honda,2006,4
6,4,1:24.884,1:23.595,1:23.702,massa,ferrari,2006,4
1,5,1:23.536,1:23.743,1:23.709,alonso,renault,2006,4
7,6,1:24.370,1:23.565,1:23.772,ralf_schumacher,toyota,2006,4
4,7,1:24.960,1:23.760,1:24.021,montoya,mclaren,2006,4
3,8,1:24.259,1:23.190,1:24.158,raikkonen,mclaren,2006,4
8,9,1:24.446,1:23.727,1:24.172,trulli,toyota,2006,4
9,10,1:24.992,1:23.718,1:24.795,webber,williams,2006,4
2,11,1:24.434,1:23.771,,fisichella,renault,2006,4
17,12,1:25.081,1:23.887,,villeneuve,bmw_sauber,2006,4
10,13,1:24.495,1:23.966,,rosberg,williams,2006,4
14,14,1:24.849,1:24.101,,coulthard,red_bull,2006,4
16,15,1:25.410,1:24.129,,heidfeld,bmw_sauber,2006,4
20,16,1:24.879,1:24.520,,liuzzi,toro_rosso,2006,4
15,17,1:25.410,,,klien,red_bull,2006,4
21,18,1:25.437,,,speed,toro_rosso,2006,4
18,19,1:26.820,,,monteiro,mf1,2006,4
19,20,1:27.088,,,albers,mf1,2006,4
22,21,1:27.609,,,sato,super_aguri,2006,4
23,22,1:29.282,,,ide,super_aguri,2006,4
44,1,1:29.047,1:27.819,1:27.319,hamilton,mercedes,2017,16
77,2,1:29.332,1:28.543,1:27.651,bottas,mercedes,2017,16
5,3,1:29.352,1:28.225,1:27.791,vettel,ferrari,2017,16
3,4,1:29.475,1:28.935,1:28.306,ricciardo,red_bull,2017,16
33,5,1:29.181,1:28.747,1:28.332,max_verstappen,red_bull,2017,16
7,6,1:29.163,1:29.079,1:28.498,raikkonen,ferrari,2017,16
31,7,1:30.115,1:29.199,1:29.111,ocon,force_india,2017,16
11,8,1:29.696,1:29.343,1:29.260,perez,force_india,2017,16
19,9,1:30.352,1:29.687,1:29.480,massa,williams,2017,16
14,10,1:30.525,1:29.749,1:30.687,alonso,mclaren,2017,16
2,11,1:30.654,1:29.778,,vandoorne,mclaren,2017,16
27,12,1:30.252,1:29.879,,hulkenberg,renault,2017,16
20,13,1:30.774,1:29.972,,kevin_magnussen,haas,2017,16
30,14,1:30.516,1:30.022,,jolyon_palmer,renault,2017,16
55,15,1:30.565,1:30.413,,sainz,toro_rosso,2017,16
8,16,1:30.849,,,grosjean,haas,2017,16
10,17,1:31.317,,,gasly,toro_rosso,2017,16
18,18,1:31.409,,,stroll,williams,2017,16
9,19,1:31.597,,,ericsson,sauber,2017,16
94,20,1:31.885,,,wehrlein,sauber,2017,16
2,1,1:35.798,1:35.898,1:35.908,hamilton,mclaren,2007,16
6,2,1:35.692,1:35.381,1:36.044,raikkonen,ferrari,2007,16
5,3,1:35.792,1:35.796,1:36.221,massa,ferrari,2007,16
1,4,1:35.809,1:35.845,1:36.576,alonso,mclaren,2007,16
14,5,1:36.930,1:36.252,1:37.619,coulthard,red_bull,2007,16
11,6,1:37.135,1:36.709,1:38.013,ralf_schumacher,toyota,2007,16
15,7,1:37.199,1:36.602,1:38.153,webber,red_bull,2007,16
9,8,1:36.737,1:36.217,1:38.455,heidfeld,bmw_sauber,2007,16
10,9,1:36.309,1:36.116,1:38.472,kubica,bmw_sauber,2007,16
7,10,1:37.092,1:36.771,1:39.285,button,honda,2007,16
18,11,1:37.047,1:36.862,,liuzzi,toro_rosso,2007,16
12,12,1:37.209,1:36.959,,trulli,toyota,2007,16
4,13,1:37.225,1:36.991,,kovalainen,renault,2007,16
23,14,1:37.203,1:37.247,,davidson,super_aguri,2007,16
16,15,1:37.144,1:37.483,,rosberg,williams,2007,16
8,16,1:37.251,,,barrichello,honda,2007,16
19,17,1:37.006,1:36.891,,vettel,toro_rosso,2007,16
3,18,1:37.290,,,fisichella,renault,2007,16
17,19,1:37.456,,,wurz,williams,2007,16
22,20,1:38.218,,,sato,super_aguri,2007,16
20,21,1:38.668,,,sutil,spyker,2007,16
21,22,1:39.336,,,yamamoto,spyker,2007,16
8,1,1:17.092,,,hakkinen,mclaren,1998,2
7,2,1:17.757,,,coulthard,mclaren,1998,2
2,3,1:18.109,,,frentzen,williams,1998,2
3,4,1:18.250,,,michael_schumacher,ferrari,1998,2
6,5,1:18.261,,,wurz,benetton,1998,2
4,6,1:18.449,,,irvine,ferrari,1998,2
5,7,1:18.652,,,fisichella,benetton,1998,2
10,8,1:18.735,,,ralf_schumacher,jordan,1998,2
14,9,1:18.753,,,panis,prost,1998,2
1,10,1:18.761,,,villeneuve,williams,1998,2
9,11,1:18.988,,,damon_hill,jordan,1998,2
12,12,1:19.069,,,trulli,prost,1998,2
18,13,1:19.344,,,barrichello,stewart,1998,2
15,14,1:19.375,,,herbert,sauber,1998,2
14,15,1:19.449,,,alesi,sauber,1998,2
19,16,1:19.644,,,magnussen,stewart,1998,2
21,17,1:20.203,,,takagi,tyrrell,1998,2
22,18,1:20.390,,,nakano,minardi,1998,2
23,19,1:20.459,,,tuero,minardi,1998,2
17,20,1:20.481,,,salo,arrows,1998,2
20,21,1:20.748,,,rosset,tyrrell,1998,2
16,22,1:20.847,,,diniz,arrows,1998,2
23,1,1:19.957,1:19.597,1:21.049,kovalainen,mclaren,2008,9
10,2,1:20.982,1:19.710,1:21.554,webber,red_bull,2008,9
1,3,1:20.370,1:19.971,1:21.706,raikkonen,ferrari,2008,9
22,4,1:20.288,1:19.537,1:21.835,hamilton,mclaren,2008,9
3,5,1:21.022,1:19.802,1:21.873,heidfeld,bmw_sauber,2008,9
5,6,1:20.998,1:19.992,1:22.029,alonso,renault,2008,9
6,7,1:20.818,1:20.115,1:22.491,piquet_jr,renault,2008,9
15,8,1:20.318,1:20.109,1:23.251,vettel,toro_rosso,2008,9
2,9,1:20.676,1:20.086,1:23.305,massa,ferrari,2008,9
4,10,1:20.444,1:19.788,,kubica,bmw_sauber,2008,9
9,11,1:21.224,1:20.174,,coulthard,red_bull,2008,9
12,12,1:20.893,1:20.274,,glock,toyota,2008,9
14,13,1:20.584,1:20.531,,bourdais,toro_rosso,2008,9
11,14,1:21.145,1:20.601,,trulli,toyota,2008,9
8,15,1:21.407,1:21.112,,nakajima,williams,2008,9
17,16,1:21.512,,,barrichello,honda,2008,9
16,17,1:21.631,,,button,honda,2008,9
7,18,1:21.668,,,rosberg,williams,2008,9
20,19,1:21.786,,,sutil,force_india,2008,9
21,20,1:21.885,,,fisichella,force_india,2008,9
1,1,1:27.661,,,michael_schumacher,benetton,1995,6
5,2,1:28.039,,,damon_hill,williams,1995,6
6,3,1:28.091,,,coulthard,williams,1995,6
28,4,1:28.189,,,berger,ferrari,1995,6
27,5,1:28.474,,,alesi,ferrari,1995,6
2,6,1:28.498,,,herbert,benetton,1995,6
8,7,1:28.910,,,hakkinen,mclaren,1995,6
15,8,1:29.021,,,irvine,jordan,1995,6
14,9,1:29.171,,,barrichello,jordan,1995,6
7,10,1:29.641,,,blundell,mclaren,1995,6
26,11,1:29.809,,,panis,ligier,1995,6
30,12,1:30.017,,,frentzen,sauber,1995,6
9,13,1:30.159,,,morbidelli,footwork,1995,6
25,14,1:30.255,,,brundle,ligier,1995,6
4,15,1:30.657,,,salo,tyrrell,1995,6
3,16,1:31.382,,,katayama,tyrrell,1995,6
23,17,1:31.445,,,martini,minardi,1995,6
29,18,1:31.838,,,boullion,sauber,1995,6
24,19,1:31.853,,,badoer,minardi,1995,6
16,20,1:32.841,,,gachot,pacific,1995,6
17,21,1:32.894,,,montermini,pacific,1995,6
10,22,1:32.995,,,inoue,footwork,1995,6
22,23,1:34.000,,,moreno,forti,1995,6
21,24,1:34.982,,,diniz,forti,1995,6
6,1,1:24.462,,,coulthard,williams,1995,12
1,2,1:25.026,,,michael_schumacher,benetton,1995,12
28,3,1:25.353,,,berger,ferrari,1995,12
5,4,1:25.699,,,damon_hill,williams,1995,12
27,5,1:25.707,,,alesi,ferrari,1995,12
14,6,1:25.919,,,barrichello,jordan,1995,12
8,7,1:25.920,,,hakkinen,mclaren,1995,12
2,8,1:26.433,,,herbert,benetton,1995,12
7,9,1:26.472,,,blundell,mclaren,1995,12
30,10,1:26.541,,,frentzen,sauber,1995,12
26,11,1:27.067,,,brundle,ligier,1995,12
15,12,1:27.271,,,irvine,jordan,1995,12
26,13,1:27.384,,,panis,ligier,1995,12
29,14,1:28.741,,,boullion,sauber,1995,12
9,15,1:28.870,,,papis,footwork,1995,12
4,16,1:29.028,,,salo,tyrrell,1995,12
3,17,1:29.287,,,katayama,tyrrell,1995,12
24,18,1:29.559,,,badoer,minardi,1995,12
23,19,1:29.936,,,lamy,minardi,1995,12
10,20,1:30.515,,,inoue,footwork,1995,12
17,21,1:30.721,,,montermini,pacific,1995,12
22,22,1:30.834,,,moreno,forti,1995,12
21,23,1:32.102,,,diniz,forti,1995,12
16,24,1:32.470,,,lavaggi,pacific,1995,12
5,1,1:20.417,1:19.573,1:18.773,vettel,red_bull,2010,12
6,2,1:21.132,1:19.531,1:19.184,webber,red_bull,2010,12
8,3,1:21.278,1:20.237,1:19.987,alonso,ferrari,2010,12
7,4,1:21.299,1:20.857,1:20.331,massa,ferrari,2010,12
2,5,1:21.455,1:20.877,1:20.499,hamilton,mclaren,2010,12
4,6,1:21.212,1:20.811,1:21.082,rosberg,mercedes,2010,12
12,7,1:21.558,1:20.797,1:21.229,petrov,renault,2010,12
11,8,1:21.159,1:20.867,1:21.328,kubica,renault,2010,12
22,9,1:21.891,1:21.273,1:21.411,rosa,sauber,2010,12
10,10,1:21.598,1:21.275,1:21.710,hulkenberg,williams,2010,12
1,11,1:21.422,1:21.292,,button,mclaren,2010,12
9,12,1:21.478,1:21.331,,barrichello,williams,2010,12
14,13,1:22.080,1:21.517,,sutil,force_india,2010,12
3,14,1:21.840,1:21.630,,michael_schumacher,mercedes,2010,12
16,15,1:21.982,1:21.897,,buemi,toro_rosso,2010,12
15,16,1:21.789,1:21.927,,liuzzi,force_india,2010,12
17,17,1:21.978,1:21.998,,alguersuari,toro_rosso,2010,12
23,18,1:22.222,,,kobayashi,sauber,2010,12
24,19,1:24.050,,,glock,virgin,2010,12
19,20,1:24.120,,,kovalainen,lotus_racing,2010,12
18,21,1:24.199,,,trulli,lotus_racing,2010,12
25,22,1:25.118,,,grassi,virgin,2010,12
21,23,1:26.391,,,bruno_senna,hrt,2010,12
20,24,1:26.453,,,yamamoto,hrt,2010,12
44,1,1:06.947,1:06.228,1:07.922,hamilton,mercedes,2016,9
6,2,1:06.516,1:06.403,1:08.465,rosberg,mercedes,2016,9
27,3,1:07.385,1:07.257,1:09.285,hulkenberg,force_india,2016,9
5,4,1:06.761,1:06.602,1:09.781,vettel,ferrari,2016,9
22,5,1:07.653,1:07.572,1:09.900,button,mclaren,2016,9
7,6,1:07.240,1:06.940,1:09.901,raikkonen,ferrari,2016,9
3,7,1:07.500,1:06.840,1:09.980,ricciardo,red_bull,2016,9
77,8,1:07.148,1:06.911,1:10.440,bottas,williams,2016,9
33,9,1:07.131,1:06.866,1:11.153,max_verstappen,red_bull,2016,9
19,10,1:07.419,1:07.145,1:11.977,massa,williams,2016,9
21,11,1:07.660,1:07.578,,gutierrez,haas,2016,9
94,12,1:07.565,1:07.700,,wehrlein,manor,2016,9
8,13,1:07.662,1:07.850,,grosjean,haas,2016,9
14,14,1:07.671,1:08.154,,alonso,mclaren,2016,9
55,15,1:07.618,,,sainz,toro_rosso,2016,9
11,16,1:07.657,,,perez,force_india,2016,9
20,17,1:07.941,,,kevin_magnussen,renault,2016,9
30,18,1:07.965,,,jolyon_palmer,renault,2016,9
88,19,1:08.026,,,haryanto,manor,2016,9
26,20,1:08.409,,,kvyat,toro_rosso,2016,9
9,21,1:08.418,,,ericsson,sauber,2016,9
12,22,1:08.446,,,nasr,sauber,2016,9
1,1,1:20.963,,,michael_schumacher,ferrari,2003,14
3,2,1:21.014,,,montoya,williams,2003,14
2,3,1:21.242,,,barrichello,ferrari,2003,14
6,4,1:21.466,,,raikkonen,mclaren,2003,14
4,5,1:21.834,,,gene,williams,2003,14
7,6,1:21.944,,,trulli,renault,2003,14
17,7,1:22.301,,,button,bar,2003,14
5,8,1:22.471,,,coulthard,mclaren,2003,14
20,9,1:22.488,,,panis,toyota,2003,14
16,10,1:22.717,,,villeneuve,bar,2003,14
14,11,1:22.754,,,webber,jaguar,2003,14
21,12,1:22.914,,,matta,toyota,2003,14
11,13,1:22.992,,,fisichella,jordan,2003,14
10,14,1:23.216,,,frentzen,sauber,2003,14
15,15,1:23.484,,,wilson,jaguar,2003,14
9,16,1:23.803,,,heidfeld,sauber,2003,14
19,17,1:25.078,,,verstappen,minardi,2003,14
12,18,1:25.881,,,baumgartner,jordan,2003,14
18,19,1:26.778,,,kiesa,minardi,2003,14
8,20,1:40.405,,,alonso,renault,2003,14
1,1,1:38.683,1:37.569,1:37.202,vettel,red_bull,2013,14
10,2,1:38.574,1:37.824,1:37.420,hamilton,mercedes,2013,14
2,3,1:39.138,1:37.840,1:37.464,webber,red_bull,2013,14
8,4,1:39.065,1:38.076,1:37.531,grosjean,lotus_f1,2013,14
9,5,1:38.418,1:38.031,1:37.679,rosberg,mercedes,2013,14
3,6,1:38.520,1:37.978,1:38.038,alonso,ferrari,2013,14
4,7,1:38.884,1:38.295,1:38.223,massa,ferrari,2013,14
11,8,1:38.427,1:37.913,1:38.237,hulkenberg,sauber,2013,14
12,9,1:38.725,1:38.327,1:38.405,gutierrez,sauber,2013,14
7,10,1:38.341,1:38.181,1:38.822,raikkonen,lotus_f1,2013,14
6,11,1:39.049,1:38.362,,perez,mclaren,2013,14
5,12,1:38.882,1:38.365,,button,mclaren,2013,14
19,13,1:38.525,1:38.417,,ricciardo,toro_rosso,2013,14
15,14,1:38.988,1:38.431,,sutil,force_india,2013,14
14,15,1:39.185,1:38.718,,resta,force_india,2013,14
18,16,1:39.075,1:38.781,,vergne,toro_rosso,2013,14
17,17,1:39.470,,,bottas,williams,2013,14
16,18,1:39.987,,,maldonado,williams,2013,14
20,19,1:40.864,,,pic,caterham,2013,14
21,20,1:40.871,,,garde,caterham,2013,14
22,21,1:41.169,,,jules_bianchi,marussia,2013,14
23,22,1:41.322,,,chilton,marussia,2013,14
2,1,1:10.218,,,senna,williams,1994,2
5,2,1:10.440,,,michael_schumacher,benetton,1994,2
0,3,1:10.771,,,damon_hill,williams,1994,2
7,4,1:11.683,,,hakkinen,mclaren,1994,2
28,5,1:11.744,,,berger,ferrari,1994,2
8,6,1:12.351,,,brundle,mclaren,1994,2
27,7,1:12.372,,,larini,ferrari,1994,2
14,8,1:12.409,,,barrichello,jordan,1994,2
9,9,1:12.444,,,fittipaldi,footwork,1994,2
6,10,1:12.554,,,verstappen,benetton,1994,2
30,11,1:12.686,,,frentzen,sauber,1994,2
4,12,1:12.751,,,blundell,tyrrell,1994,2
10,13,1:12.866,,,morbidelli,footwork,1994,2
3,14,1:13.013,,,katayama,tyrrell,1994,2
24,15,1:13.016,,,alboreto,minardi,1994,2
20,16,1:13.111,,,comas,larrousse,1994,2
23,17,1:13.529,,,martini,minardi,1994,2
25,18,1:13.613,,,bernard,ligier,1994,2
29,19,1:13.855,,,wendlinger,sauber,1994,2
15,20,1:13.932,,,suzuki,jordan,1994,2
19,21,1:14.101,,,beretta,larrousse,1994,2
26,22,1:14.106,,,panis,ligier,1994,2
12,23,1:14.424,,,herbert,team_lotus,1994,2
11,24,1:14.657,,,lamy,team_lotus,1994,2
31,25,1:14.748,,,brabham,simtek,1994,2
32,26,1:16.536,,,ratzenberger,simtek,1994,2
8,1,1:13.698,,,alonso,renault,2004,10
1,2,1:13.971,,,michael_schumacher,ferrari,2004,10
5,3,1:13.987,,,coulthard,mclaren,2004,10
9,4,1:13.995,,,button,bar,2004,10
7,5,1:14.070,,,trulli,renault,2004,10
3,6,1:14.172,,,montoya,williams,2004,10
10,7,1:14.240,,,sato,bar,2004,10
4,8,1:14.275,,,gene,williams,2004,10
6,9,1:14.346,,,raikkonen,mclaren,2004,10
2,10,1:14.478,,,barrichello,ferrari,2004,10
16,11,1:14.553,,,matta,toyota,2004,10
14,12,1:14.798,,,webber,jaguar,2004,10
15,13,1:15.065,,,klien,jaguar,2004,10
17,14,1:15.130,,,panis,toyota,2004,10
11,15,1:16.177,,,fisichella,sauber,2004,10
12,16,1:16.200,,,massa,sauber,2004,10
18,17,1:16.807,,,heidfeld,jordan,2004,10
19,18,1:17.462,,,pantano,jordan,2004,10
20,19,1:17.913,,,bruni,minardi,2004,10
21,20,1:18.247,,,baumgartner,minardi,2004,10
2,1,1:10.223,,,barrichello,ferrari,2004,9
1,2,1:10.400,,,michael_schumacher,ferrari,2004,9
10,3,1:10.601,,,sato,bar,2004,9
9,4,1:10.820,,,button,bar,2004,9
3,5,1:11.062,,,montoya,williams,2004,9
4,6,1:11.106,,,ralf_schumacher,williams,2004,9
6,7,1:11.137,,,raikkonen,mclaren,2004,9
17,8,1:11.167,,,panis,toyota,2004,9
8,9,1:11.185,,,alonso,renault,2004,9
14,10,1:11.286,,,webber,jaguar,2004,9
16,11,1:11.691,,,matta,toyota,2004,9
5,12,1:12.026,,,coulthard,mclaren,2004,9
15,13,1:12.170,,,klien,jaguar,2004,9
11,14,1:12.470,,,fisichella,sauber,2004,9
12,15,1:12.721,,,massa,sauber,2004,9
18,16,1:13.147,,,heidfeld,jordan,2004,9
19,17,1:13.375,,,pantano,jordan,2004,9
20,18,1:14.010,,,bruni,minardi,2004,9
21,19,1:14.812,,,baumgartner,minardi,2004,9
7,20,,,,trulli,renault,2004,9
6,1,1:17.631,1:17.109,1:16.540,rosberg,mercedes,2014,10
77,2,1:18.215,1:17.353,1:16.759,bottas,williams,2014,10
19,3,1:18.381,1:17.370,1:17.078,massa,williams,2014,10
20,4,1:18.260,1:17.788,1:17.214,kevin_magnussen,mclaren,2014,10
3,5,1:18.117,1:17.855,1:17.273,ricciardo,red_bull,2014,10
1,6,1:18.194,1:17.646,1:17.577,vettel,red_bull,2014,10
14,7,1:18.389,1:17.866,1:17.649,alonso,ferrari,2014,10
26,8,1:18.530,1:18.103,1:17.965,kvyat,toro_rosso,2014,10
27,9,1:18.927,1:18.017,1:18.014,hulkenberg,force_india,2014,10
11,10,1:18.916,1:18.161,1:18.035,perez,force_india,2014,10
22,11,1:18.425,1:18.193,,button,mclaren,2014,10
7,12,1:18.534,1:18.273,,raikkonen,ferrari,2014,10
25,13,1:18.496,1:18.285,,vergne,toro_rosso,2014,10
21,14,1:18.739,1:18.787,,gutierrez,sauber,2014,10
8,15,1:18.894,1:18.983,,grosjean,lotus_f1,2014,10
44,16,1:18.683,,,hamilton,mercedes,2014,10
99,17,1:19.142,,,sutil,sauber,2014,10
17,18,1:19.676,,,jules_bianchi,marussia,2014,10
13,19,1:20.195,,,maldonado,lotus_f1,2014,10
10,20,1:20.408,,,kobayashi,caterham,2014,10
4,21,1:20.489,,,chilton,marussia,2014,10
9,22,,,,ericsson,caterham,2014,10
1,1,1:32.608,1:31.501,1:30.839,vettel,red_bull,2012,15
2,2,1:32.951,1:31.950,1:31.090,webber,red_bull,2012,15
3,3,1:33.077,1:31.772,1:31.290,button,mclaren,2012,15
14,4,1:32.042,1:31.886,1:31.700,kobayashi,sauber,2012,15
10,5,1:32.029,1:31.988,1:31.898,grosjean,lotus_f1,2012,15
15,6,1:32.147,1:32.169,1:32.022,perez,sauber,2012,15
5,7,1:32.459,1:31.833,1:32.114,alonso,ferrari,2012,15
9,8,1:32.221,1:31.826,1:32.208,raikkonen,lotus_f1,2012,15
4,9,1:33.061,1:32.121,1:32.327,hamilton,mclaren,2012,15
12,10,1:32.828,1:32.272,,hulkenberg,force_india,2012,15
6,11,1:32.946,1:32.293,,massa,ferrari,2012,15
11,12,1:32.898,1:32.327,,resta,force_india,2012,15
7,13,1:33.349,1:32.469,,michael_schumacher,mercedes,2012,15
18,14,1:32.834,1:32.512,,maldonado,williams,2012,15
8,15,1:33.015,1:32.625,,rosberg,mercedes,2012,15
16,16,1:33.059,1:32.954,,ricciardo,toro_rosso,2012,15
17,17,1:33.370,1:33.368,,vergne,toro_rosso,2012,15
19,18,1:33.405,,,bruno_senna,williams,2012,15
20,19,1:34.657,,,kovalainen,caterham,2012,15
24,20,1:35.213,,,glock,marussia,2012,15
22,21,1:35.385,,,rosa,hrt,2012,15
25,22,1:35.429,,,pic,marussia,2012,15
21,23,1:35.432,,,petrov,caterham,2012,15
23,24,1:36.734,,,karthikeyan,hrt,2012,15
44,1,1:48.908,1:48.024,1:47.197,hamilton,mercedes,2015,11
6,2,1:48.923,1:47.955,1:47.655,rosberg,mercedes,2015,11
77,3,1:49.026,1:49.044,1:48.537,bottas,williams,2015,11
8,4,1:49.353,1:48.981,1:48.561,grosjean,lotus_f1,2015,11
11,5,1:49.006,1:48.792,1:48.599,perez,force_india,2015,11
3,6,1:49.664,1:49.042,1:48.639,ricciardo,red_bull,2015,11
19,7,1:49.688,1:48.806,1:48.685,massa,williams,2015,11
13,8,1:49.568,1:48.956,1:48.754,maldonado,lotus_f1,2015,11
5,9,1:49.264,1:48.761,1:48.825,vettel,ferrari,2015,11
55,10,1:49.109,1:49.065,1:49.771,sainz,toro_rosso,2015,11
27,11,1:49.499,1:49.121,,hulkenberg,force_india,2015,11
26,12,1:49.469,1:49.228,,kvyat,red_bull,2015,11
9,13,1:49.523,1:49.586,,ericsson,sauber,2015,11
7,14,1:49.288,,,raikkonen,ferrari,2015,11
33,15,1:49.831,,,max_verstappen,toro_rosso,2015,11
12,16,1:49.952,,,nasr,sauber,2015,11
22,17,1:50.978,,,button,mclaren,2015,11
14,18,1:51.420,,,alonso,mclaren,2015,11
28,19,1:52.948,,,stevens,marussia,2015,11
98,20,1:53.099,,,merhi,marussia,2015,11
19,1,1:10.292,1:09.239,1:08.759,massa,williams,2014,8
77,2,1:10.356,1:09.096,1:08.846,bottas,williams,2014,8
6,3,1:09.695,1:08.974,1:08.944,rosberg,mercedes,2014,8
14,4,1:10.405,1:09.479,1:09.285,alonso,ferrari,2014,8
3,5,1:10.395,1:09.638,1:09.466,ricciardo,red_bull,2014,8
20,6,1:10.081,1:09.473,1:09.515,kevin_magnussen,mclaren,2014,8
26,7,1:09.678,1:09.490,1:09.619,kvyat,toro_rosso,2014,8
7,8,1:10.285,1:09.657,1:10.795,raikkonen,ferrari,2014,8
44,9,1:09.514,1:09.092,,hamilton,mercedes,2014,8
27,10,1:10.389,1:09.624,,hulkenberg,force_india,2014,8
11,11,1:10.124,1:09.754,,perez,force_india,2014,8
22,12,1:10.252,1:09.780,,button,mclaren,2014,8
1,13,1:10.630,1:09.801,,vettel,red_bull,2014,8
13,14,1:10.821,1:09.939,,maldonado,lotus_f1,2014,8
25,15,1:10.161,1:10.073,,vergne,toro_rosso,2014,8
8,16,1:10.461,1:10.642,,grosjean,lotus_f1,2014,8
99,17,1:10.825,,,sutil,sauber,2014,8
21,18,1:11.349,,,gutierrez,sauber,2014,8
17,19,1:11.412,,,jules_bianchi,marussia,2014,8
10,20,1:11.673,,,kobayashi,caterham,2014,8
4,21,1:11.775,,,chilton,marussia,2014,8
9,22,1:12.673,,,ericsson,caterham,2014,8
5,1,1:19.905,,,alonso,renault,2005,11
9,2,1:19.932,,,raikkonen,mclaren,2005,11
3,3,1:20.207,,,button,bar,2005,11
10,4,1:20.382,,,montoya,mclaren,2005,11
16,5,1:20.459,,,trulli,toyota,2005,11
2,6,1:20.906,,,barrichello,ferrari,2005,11
6,7,1:21.010,,,fisichella,renault,2005,11
4,8,1:21.114,,,sato,bar,2005,11
17,9,1:21.191,,,ralf_schumacher,toyota,2005,11
1,10,1:21.275,,,michael_schumacher,ferrari,2005,11
11,11,1:21.352,,,villeneuve,sauber,2005,11
7,12,1:21.997,,,webber,williams,2005,11
14,13,1:22.108,,,coulthard,red_bull,2005,11
8,14,1:22.117,,,heidfeld,williams,2005,11
15,15,1:22.207,,,klien,red_bull,2005,11
12,16,1:22.495,,,massa,sauber,2005,11
19,17,1:23.583,,,karthikeyan,jordan,2005,11
21,18,1:24.576,,,albers,minardi,2005,11
20,19,1:25.566,,,friesacher,minardi,2005,11
18,20,,,,monteiro,jordan,2005,11
5,1,1:18.095,,,michael_schumacher,ferrari,1997,7
3,2,1:18.108,,,villeneuve,williams,1997,7
22,3,1:18.388,,,barrichello,stewart,1997,7
4,4,1:18.464,,,frentzen,williams,1997,7
10,5,1:18.466,,,coulthard,mclaren,1997,7
12,6,1:18.750,,,fisichella,jordan,1997,7
11,7,1:18.869,,,ralf_schumacher,jordan,1997,7
7,8,1:18.899,,,alesi,benetton,1997,7
9,9,1:18.916,,,hakkinen,mclaren,1997,7
14,10,1:19.034,,,panis,prost,1997,7
8,11,1:19.286,,,wurz,benetton,1997,7
6,12,1:19.503,,,irvine,ferrari,1997,7
16,13,1:19.622,,,herbert,sauber,1997,7
19,14,1:20.102,,,verstappen,tyrrell,1997,7
1,15,1:20.129,,,damon_hill,arrows,1997,7
2,16,1:20.175,,,diniz,arrows,1997,7
18,17,1:20.336,,,salo,tyrrell,1997,7
17,18,1:20.357,,,morbidelli,sauber,1997,7
15,19,1:20.370,,,nakano,prost,1997,7
21,20,1:20.370,,,trulli,minardi,1997,7
23,21,1:20.491,,,magnussen,stewart,1997,7
20,22,1:21.034,,,katayama,minardi,1997,7
44,1,1:31.271,1:30.645,1:30.029,hamilton,mercedes,2018,8
77,2,1:31.776,1:31.227,1:30.147,bottas,mercedes,2018,8
5,3,1:31.820,1:30.751,1:30.400,vettel,ferrari,2018,8
33,4,1:31.531,1:30.818,1:30.705,max_verstappen,red_bull,2018,8
3,5,1:31.910,1:31.538,1:30.895,ricciardo,red_bull,2018,8
7,6,1:31.567,1:30.772,1:31.057,raikkonen,ferrari,2018,8
55,7,1:32.394,1:32.016,1:32.126,sainz,renault,2018,8
16,8,1:32.538,1:32.055,1:32.635,leclerc,sauber,2018,8
20,9,1:32.169,1:31.510,1:32.930,kevin_magnussen,haas,2018,8
8,10,1:32.083,1:31.472,,grosjean,haas,2018,8
31,11,1:32.786,1:32.075,,ocon,force_india,2018,8
